environment,algorithm,seed,episode,train_reward,eval_reward,epsilon
MountainCar-v0,dueling_dqn,2,1,-196.9409,,0.985
MountainCar-v0,dueling_dqn,2,2,-190.0294,,0.970225
MountainCar-v0,dueling_dqn,2,3,-200.0,,0.955672
MountainCar-v0,dueling_dqn,2,4,-200.0,,0.941337
MountainCar-v0,dueling_dqn,2,5,-192.3936,,0.927217
MountainCar-v0,dueling_dqn,2,6,-200.0,,0.913308
MountainCar-v0,dueling_dqn,2,7,-200.0,,0.899609
MountainCar-v0,dueling_dqn,2,8,-200.0,,0.886115
MountainCar-v0,dueling_dqn,2,9,-187.146,,0.872823
MountainCar-v0,dueling_dqn,2,10,-200.0,,0.85973
MountainCar-v0,dueling_dqn,2,11,-200.0,,0.846834
MountainCar-v0,dueling_dqn,2,12,-178.9498,,0.834132
MountainCar-v0,dueling_dqn,2,13,-184.7818,,0.82162
MountainCar-v0,dueling_dqn,2,14,-168.793,,0.809296
MountainCar-v0,dueling_dqn,2,15,-200.0,,0.797156
MountainCar-v0,dueling_dqn,2,16,-171.1876,,0.785199
MountainCar-v0,dueling_dqn,2,17,-171.7397,,0.773421
MountainCar-v0,dueling_dqn,2,18,-187.4903,,0.76182
MountainCar-v0,dueling_dqn,2,19,-173.1688,,0.750392
